species,Alcohol,Animal_fats,Dairy,Egg,Fish_seafood,Fruit_juices,Fruits,Legumes,Margarine,Meat,Misc_animal_foods,Nuts,Potatoes,Refined_grains,Sugar_sweetened_beverages,Sweets_desserts,Tea_coffee,Vegetable_oils,Vegetables,Whole_grain
Actinomyces_odontolyticus,0.199806843298197,0.313473554295402,0.951362868662536,0.974143731293013,0.69627504330123,0.252041475631215,0.828928348282606,0.908470946352579,0.895594041806712,0.616311184357516,0.811625520685614,0.250481370672721,0.968108762025921,0.642528653438459,0.625490049506735,0.672079922192607,0.896352253341967,0.694096982464083,0.813320474968729,0.685190697611953
Actinomyces_sp_ICM47,0.997885055560221,0.634543121616473,0.590868942831314,0.689601448108546,0.983107033987059,0.679500385327185,0.554964253379865,0.886544297846196,0.373195996866979,0.998392196847487,0.951326718196436,0.7437518886027,0.953282096044886,0.799899386323628,0.730207704945866,0.594748719146001,0.626438845817995,0.772698106849034,0.951949417548423,0.785678609963079
Adlercreutzia_equolifaciens,0.222652878731285,0.481730429908585,0.925316603758575,0.955169340987107,0.897365658277451,0.932257289805502,0.884189802287589,0.0673147924131842,0.954489452398496,0.188753390871294,0.468523536426068,0.920337371640495,0.844283793372202,0.956916720929502,0.999941039923739,0.93383577301918,0.106499254628404,0.891679586205434,0.887412791957503,0.890422605732675
Agathobaculum_butyriciproducens,0.276013927662603,0.658087228749579,0.877241357814933,0.201462231313792,0.392746490479603,0.341139065785997,0.377129446673827,0.0818930484641656,0.518426483232701,0.161558634449005,0.414963415533697,3.93890817248068e-07,0.284897426171069,0.512207588674728,0.0623635431962666,0.182609834324118,0.00229313105951785,0.184182452806269,0.0512126788905316,0.448415775973011
Akkermansia_muciniphila,0.654792228162458,0.520962001800534,0.659292163443434,0.572767962220419,0.979139085504573,0.979192011035355,0.645870201128127,0.970363880126994,0.889088219388314,0.611529607364017,0.153194285011209,0.597502469457039,0.853362747312852,0.881292463267935,0.456190897122009,0.120250570942319,0.956916720929502,0.792722703293611,0.802924126284243,0.65451781872832
Alistipes_finegoldii,0.892962718314475,0.855930513401046,0.805581970774952,0.5249931415928,0.856876760309759,0.592493202382254,0.482710549203989,0.39593588052695,0.678017187336161,0.00877792514043712,0.34446870053887,0.0310502673126196,0.0238546192831633,0.736547796188045,0.214574828957559,0.273033158440064,0.36879113900799,0.532373987901863,0.865849780088286,0.929674181091031
Alistipes_indistinctus,0.210133460582902,0.94495531339307,0.874295813376624,0.88203287579297,0.987022673527053,0.545064662194793,0.925119005018698,0.95772998507915,0.991282896411201,0.265877220006041,0.512801746404466,0.61312266106509,0.931546910127794,0.841427910054632,0.432190579457288,0.946022578315637,0.939785093510021,0.580819090581262,0.173434108503329,0.594243861314767
Alistipes_inops,0.438401868353117,0.819060058973235,0.933098901602783,0.940506550324478,0.795662856245778,0.884322557672386,0.88047334609677,0.540395850821555,0.595876412910571,0.538784072746727,0.950580817851186,0.951554223157443,0.967199696876005,0.897914491950774,0.607061915920313,0.88770693683943,0.481935440608156,0.743438389628051,0.771327822832824,0.382750993031717
Alistipes_onderdonkii,0.825416002533025,0.874383776735799,0.959278410317844,0.330335068001032,0.232773723026207,0.837275620763073,0.908795556684985,0.447434282286882,0.998902094806787,0.993493398421088,0.281773948058284,0.392673186797882,0.977420583940905,0.897513258715689,0.809149843635499,0.703686229461675,0.047506712874582,0.803962468003831,0.855323810423522,0.862756949250289
Alistipes_putredinis,0.863724916071169,0.775758818990169,0.684903378899979,0.975178701833243,0.942503356505557,0.67196974507902,0.981270771748634,0.748552320027313,0.954353796515504,0.00241915784925967,0.451984077007167,0.0637571982260629,0.230628699559632,0.757851308464105,0.0735890752173023,0.168392410473902,0.866923552666842,0.645870201128127,0.650443977784179,0.848405177277259
Alistipes_shahii,0.969218133141763,0.831545253399735,0.644105904767057,0.982806006905786,0.91162814179818,0.492746724245265,0.0948600523780037,0.38943548052118,0.996539881725761,0.161227204435209,0.437302416153231,0.787823648360422,0.829735334901226,0.955456607184544,0.16096728310014,0.605177757182323,0.822030902841311,0.955839606392448,0.989327360596341,0.463679439481997
Anaeromassilibacillus_sp_An250,0.888960116949572,0.717840077440646,0.115143478694966,0.873687379423346,0.806379207991783,0.913242759220081,0.17020042720239,0.102963504560278,0.693035436334545,0.00843112556667213,0.162589596046866,0.000106938423232221,0.172993955868906,0.496233897900204,0.161552326501338,0.0770720620230323,0.192473198664642,0.99525186109042,0.37963634488649,0.0909436895998549
Anaerostipes_hadrus,0.39382367178679,0.741969557562797,0.328588338155944,0.515524577078498,0.665102252220502,0.961331128198383,0.460935833385851,0.295675122374469,0.560454083736491,0.132295380090656,0.0323811857642337,0.0117775539441031,0.00144843198832228,0.031936999438113,0.700617464062317,0.289755576437244,0.110780975846116,0.232018210552729,0.0170216757011109,0.948277416146037
Anaerotruncus_colihominis,0.807111801510497,0.933098901602783,0.092636922228309,0.609082451628974,0.457870406353077,0.85076616780888,0.0337963973977742,0.350840111645673,0.760955112888236,0.0596543947851395,0.230820268554904,0.00142883753659077,0.0325391984251645,0.956707176294639,0.229151333119536,0.800289990577563,0.927449361318085,0.410828707777033,0.240724788615796,0.120108587501246
Asaccharobacter_celatus,0.141572376597941,0.725291868197947,0.864293374102566,0.809893778074503,0.902168043433045,0.904098695738944,0.844903071960097,0.0457528921678811,0.908794770240184,0.089919801701415,0.261738902844922,0.873628901858741,0.543114674062323,0.669903096047813,0.821434374711257,0.933621063558552,0.017850205569986,0.882896019132107,0.666021979217214,0.957513206641986
Bacteroides_caccae,0.769587234060749,0.811171621305053,0.809403761025205,0.628268234046975,0.959934444863646,0.721304303784076,0.627934536584392,0.976208300823481,0.731154707894597,0.457005687730166,0.383418301023748,0.17499193324444,0.431485150071868,0.39875321257824,0.825368282214193,0.0932812298588205,0.261568510081361,0.907567641179758,0.428793838898504,0.997769716816092
Bacteroides_cellulosilyticus,0.468494565748535,0.98671579747081,0.797195335053293,0.439879306489698,0.612805158974337,0.928297520913382,0.764757937526393,0.349012189740265,0.732500659080571,0.827460987918644,0.554739249396007,0.9902176087982,0.362743207126681,0.883027614924404,0.942000834333315,0.882269681995207,0.680025804295866,0.742708432871112,0.904799512781212,0.599275769950847
Bacteroides_clarus,0.203742260776521,0.828972794935101,0.586688146643903,0.422864747791959,0.992483567819937,0.884322557672386,0.989657931793179,0.653628899395269,0.505539728391615,0.806135107076945,0.361279318757496,0.645498778058834,0.554649878441443,0.935565923982738,0.668360145658212,0.118000155877969,0.967707819527858,0.539310724649614,0.96662250339486,0.961706174679459
Bacteroides_dorei,0.920557145380484,0.653181571927411,0.854569455593572,0.800282628137894,0.834188845404768,0.951805569140448,0.657949091574732,0.90845761198941,0.514404902446443,0.885032534870073,0.990411611867652,0.786384330002504,0.812677019609354,0.964541650737815,0.876170017755915,0.148590010883427,0.535555689964313,0.914205308670973,0.37603283479831,0.847438791272172
Bacteroides_eggerthii,0.886355187337487,0.677658188512661,0.971810634257373,0.96513683803491,0.684786046164832,0.844491384896298,0.925040057287039,0.440743480894073,0.768283817633676,0.713143066667834,0.940705591266964,0.985098571309472,0.822606396537565,0.916888408846641,0.985320987520589,0.938990432160281,0.701600706021981,0.822460006069976,0.49275937620121,0.531406600506779
Bacteroides_faecis,0.695778582599758,0.590439382828411,0.946406905583052,0.338017792047618,0.358474912692637,0.835773342460612,0.952166199402233,0.936501598685461,0.386229751977862,0.908898603790276,0.936113701832437,0.810238675511462,0.307411200649622,0.899256818023558,0.935530611226435,0.962258342348393,0.922093277043855,0.742793245589813,0.768591949468931,0.972560964098429
Bacteroides_faecis_CAG_32,0.627350413694309,0.723222935612024,0.785678609963079,0.510710075115376,0.584167308781535,0.840311968316004,0.973765000720177,0.442817201240016,0.83284253927632,0.468526421494434,0.98427612005112,0.655783509925337,0.867678670635476,0.547311810597369,0.949807104089706,0.976851484350395,0.702395643260426,0.859541079722954,0.453440687036597,0.65494640910213
Bacteroides_finegoldii,0.314767451562795,0.915280853414463,0.245779946926469,0.216945788712057,0.913242759220081,0.959420050745172,0.967734450029656,0.739170566007368,0.418504148177917,0.969271020987428,0.468560552802722,0.654968490060463,0.365188370678208,0.187845298791903,0.218654795232921,0.0442777060705612,0.847544378097193,0.27733640123252,0.951099128124682,0.260262183116813
Bacteroides_fragilis,0.994707812349572,0.0978794511073556,0.730824897780211,0.834435661989744,0.645489699274196,0.84842639050145,0.691251450721195,0.902430567052884,0.188358925654512,0.691928719649354,0.936170398715939,0.529356124926211,0.759424082555279,0.915264746526979,0.631926270616495,0.941520423477321,0.744013584022053,0.458181749151962,0.980761756383411,0.919942777318399
Bacteroides_galacturonicus,0.0725660240379297,0.233731219222493,0.840423206501067,0.812642953110709,0.175823561919884,0.861144733321993,0.478447169553193,0.929522272397231,0.871334577642811,0.573576381998102,0.367218785778362,0.845840408154157,0.548765690942592,0.711193196445109,0.809893778074503,0.877103124556548,0.842837546483081,0.201669556956947,0.450280224772546,0.836889935546925
Bacteroides_intestinalis,0.754616662716975,0.923560955798315,0.737467319702219,0.991627159000362,0.888194425581684,0.271746994780387,0.311779034497421,0.0989932330523486,0.999002611078532,0.914495600415662,0.795977525287247,0.863040844493994,0.723596555575851,0.942931622806831,0.765952441659916,0.923501239751926,0.87408138010836,0.880534104332716,0.772174670827411,0.8409721768363
Bacteroides_massiliensis,0.984045654543462,0.193960573158082,0.990050718589934,0.559899303960525,0.268852691625126,0.641591270748505,0.232349296255229,0.976151358855342,0.0578663211401586,0.85762141325555,0.774863606912704,0.759507114390061,0.0707247281514382,0.959146526677612,0.376946198682336,0.499637472314335,0.841206078605881,0.30601184429038,0.268724317546244,0.897544914305397
Bacteroides_nordii,0.928184157443868,0.336260687826092,0.998075710815563,0.953757012908665,0.998148470940043,0.683488445365233,0.0781344653703813,0.40610168404237,0.594381627141066,0.242761448745986,0.399543010944291,0.879030083420964,0.594276775925636,0.721082167181695,0.252052251383541,0.982041740991763,0.968830255998961,0.929668064628428,0.87961611612313,0.232103379133599
Bacteroides_ovatus,0.786733459223784,0.776595155985272,0.066660640989853,0.766687959707841,0.716408191197108,0.841514842652755,0.17171811299002,0.00277161723241683,0.808915209214823,0.489800481013308,0.968496363160859,0.674515333512425,0.513838363374875,0.73489380692287,0.775955479133216,0.89120724721831,0.723401139115701,0.75073305072476,0.781061342641012,0.867828279428349
Bacteroides_salyersiae,0.766621688314018,0.821285896346759,0.714049110679511,0.878883227003621,0.759828807262707,0.830342002123987,0.81143140772983,0.75105358782591,0.756650106250058,0.893577909511677,0.985513806825843,0.889090756403531,0.938801001511236,0.738739804269684,0.544148242842892,0.914482433734217,0.844505941185132,0.593832535365499,0.891679586205434,0.137511545628073
Bacteroides_sp_CAG_144,0.317882116164442,0.241005268334471,0.984418320070978,0.451022680267317,0.184539174363953,0.922976138132999,0.971309178484637,0.279951112861497,0.215080907055343,0.106360055050595,0.800335150950164,0.989812013551968,0.417114213416726,0.870058062361963,0.335355031129985,0.763314129219172,0.641819991457638,0.0403821187847219,0.781440270455794,0.327112898350248
